,A,B,C,D,E,F,G,H,I,J,K,L,pc,userids
0,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,0.6558938397962897,1.1604668742572404,1.2298436077842612,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,5,
1,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,1.7784797333855837,-0.04136713016325633,-0.45456166787228836,-0.32005095373417297,-0.2749778079131538,2.573729347623143,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,2,1
2,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,-0.45456166787228836,-0.32005095373417297,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,6,2
3,-0.18236258935373656,2.452360109670263,3.8640350389263207,3.64324422759018,-0.04136713016325633,7.318626885807759,1.1604668742572404,1.2298436077842612,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,1,3
4,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.8460974862832854,-0.04136713016325633,0.10066608596200069,1.1604668742572404,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,5,4
5,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.3799063627321363,-0.04136713016325633,-0.45456166787228836,1.1604668742572404,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,5,5
6,-0.18236258935373656,-0.15881703904164224,3.8640350389263207,-0.5524758843701619,-0.04136713016325633,0.10066608596200069,-0.32005095373417297,0.4774328999355537,-0.4228828696083842,2.9381435016834714,-0.11934335045191284,-0.04276174106524989,3,6
7,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.8460974862832854,-0.04136713016325633,0.6558938397962897,-0.32005095373417297,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,1,7
8,1.0468329693598986,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,0.10066608596200069,-0.32005095373417297,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,4,8
9,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,1.3122886098344346,-0.04136713016325633,0.10066608596200069,-0.32005095373417297,-0.2749778079131538,1.3750844607305321,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,2,9
10,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,1.3122886098344346,-0.04136713016325633,-0.45456166787228836,2.640984702248654,-0.2749778079131538,0.7757620172842268,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,5,10
11,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,0.10066608596200069,-0.32005095373417297,1.2298436077842612,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,1,11
12,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.3799063627321363,-0.04136713016325633,0.10066608596200069,1.1604668742572404,-0.2749778079131538,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,5,12
13,2.2760285280735335,-0.15881703904164224,3.8640350389263207,1.3122886098344346,-0.04136713016325633,0.6558938397962897,-0.32005095373417297,-0.2749778079131538,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,3,13
14,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.5524758843701619,-0.04136713016325633,0.10066608596200069,1.1604668742572404,-0.2749778079131538,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,5,14
15,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,-0.45456166787228836,-0.32005095373417297,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,6,15
16,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.3799063627321363,-0.04136713016325633,0.10066608596200069,-0.32005095373417297,0.4774328999355537,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,1,16
17,2.2760285280735335,1.1467715353143104,-0.14524848841168167,4.575626474692478,-0.04136713016325633,8.429082393476337,-0.32005095373417297,10.258772101968752,3.1730517910694482,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,1,17
18,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,-0.45456166787228836,-0.32005095373417297,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,6,18
19,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.3799063627321363,-0.04136713016325633,-0.45456166787228836,1.1604668742572404,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,5,19
20,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,-0.45456166787228836,-0.32005095373417297,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,6,20
21,2.2760285280735335,1.1467715353143104,13.887243857271326,2.710861980487882,-0.04136713016325633,1.766349347464868,-0.32005095373417297,4.9918971470277995,2.573729347623143,5.968078880607122,-0.11934335045191284,-0.04276174106524989,3,21
22,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.5524758843701619,-0.04136713016325633,0.10066608596200069,1.1604668742572404,-0.2749778079131538,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,5,22
23,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.8460974862832854,-0.04136713016325633,-0.45456166787228836,2.640984702248654,0.4774328999355537,0.17643957383792125,-0.09179187724017955,2.963352611135596,-0.04276174106524989,5,23
24,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.3799063627321363,-0.04136713016325633,-0.45456166787228836,1.1604668742572404,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,5,24
25,1.0468329693598986,-0.15881703904164224,-0.14524848841168167,-0.5524758843701619,-0.04136713016325633,0.10066608596200069,-0.32005095373417297,1.2298436077842612,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,4,25
26,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,3.432032608967735,-0.32005095373417297,4.9918971470277995,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,1,26
27,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,0.6558938397962897,-0.32005095373417297,0.4774328999355537,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,1,27
28,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,1.7784797333855837,-0.04136713016325633,0.10066608596200069,-0.32005095373417297,-0.2749778079131538,1.9744069041768377,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,2,28
29,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,-0.45456166787228836,-0.32005095373417297,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,6,29
30,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.3799063627321363,-0.04136713016325633,0.10066608596200069,-0.32005095373417297,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,2,30
31,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,-0.08628476081901285,-0.04136713016325633,-0.45456166787228836,-0.32005095373417297,-0.2749778079131538,0.17643957383792125,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,6,31
32,-0.18236258935373656,-0.15881703904164224,-0.14524848841168167,0.3799063627321363,-0.04136713016325633,0.6558938397962897,-0.32005095373417297,0.4774328999355537,-0.4228828696083842,-0.09179187724017955,-0.11934335045191284,-0.04276174106524989,1,32
