;Column Labels;;;;;;;;;;;;
Row Labels;A;B;C;D;E;F;G;H;I;J;K;L;Grand Total
7768;0;0;0;0;0;1;2;0;0;0;0;0;3
7769;0;0;0;0;0;0;0;0;0;0;0;0;0
7770;0;0;0;0;0;0;0;0;0;0;0;0;0
7771;0;0;0;0;0;0;0;0;0;0;0;0;0
7772;1;0;0;0;0;1;0;0;0;0;0;0;2
7773;0;0;0;0;0;0;0;0;0;0;0;0;0
7774;0;0;0;0;0;0;0;0;0;0;0;0;0
7775;1;0;0;1;0;1;1;0;0;0;0;0;4
7776;0;0;0;1;0;2;0;1;0;0;0;0;4
7777;0;0;0;4;0;5;0;2;1;0;0;0;12
7778;0;0;0;2;0;1;0;0;2;0;0;0;5
7779;0;0;0;2;0;1;0;0;1;0;0;0;4
7780;0;0;0;0;0;0;0;0;0;0;0;0;0
7781;0;0;0;4;0;0;4;0;0;0;0;0;8
7782;0;0;0;1;0;0;0;0;1;0;0;0;2
7783;0;0;0;0;0;0;0;0;0;0;0;0;0
7784;0;0;0;3;0;3;0;2;0;0;0;0;8
7785;0;0;0;0;0;0;0;0;0;0;0;0;0
7786;0;1;0;0;0;2;0;1;0;0;0;0;4
7787;1;0;0;0;0;1;0;1;0;0;0;0;3
7788;0;0;0;0;0;0;0;0;0;0;0;0;0
7789;0;0;0;0;0;0;0;0;0;0;0;0;0
7790;0;0;0;0;0;0;0;0;0;0;0;0;0
7791;1;0;0;1;0;0;0;0;0;0;0;0;2
7792;0;0;0;0;0;0;0;0;0;0;0;0;0
7793;0;0;0;13;0;0;0;0;13;0;0;0;26
7794;1;1;1;6;0;3;1;0;4;0;0;0;17
7795;0;0;0;0;0;1;1;0;0;0;0;0;2
7796;0;0;0;0;0;0;0;0;0;0;0;0;0
7797;0;0;0;0;0;0;0;0;0;0;0;0;0
7798;0;0;0;2;0;1;0;0;1;0;0;0;4
7799;0;0;0;0;0;0;0;0;0;0;0;0;0
7800;0;0;0;2;0;0;0;0;2;0;0;0;4
7801;0;0;0;1;0;1;0;0;0;0;0;0;2
7802;0;0;0;0;0;0;0;0;0;0;0;0;0
7803;0;0;0;2;0;1;0;1;2;0;0;0;6
7804;0;0;0;0;0;0;0;0;0;0;0;0;0
7805;0;0;0;1;0;0;0;0;1;0;0;0;2
7806;0;0;0;0;0;0;0;0;0;0;0;0;0
7807;0;0;0;0;0;0;0;0;0;0;0;0;0
7808;0;0;0;2;0;0;0;0;2;0;0;0;4
7809;0;0;0;1;0;1;0;0;0;0;0;0;2
7810;0;0;0;0;0;0;0;0;0;0;0;0;0
7811;1;0;0;1;0;1;0;0;1;0;0;0;4
7812;0;0;0;0;0;0;0;0;0;0;0;0;0
7813;0;0;0;1;0;2;0;1;0;0;0;0;4
7814;0;0;0;1;0;0;0;0;1;0;0;0;2
7815;0;0;0;0;0;0;0;0;0;0;0;0;0
7816;0;0;0;0;0;0;0;0;0;0;0;0;0
7817;0;0;0;0;0;1;1;0;0;0;0;0;2
7818;0;0;0;0;0;0;0;0;0;0;0;0;0
7819;0;0;0;0;0;0;0;0;0;0;0;0;0
7820;0;0;0;0;0;0;0;0;0;0;0;0;0
7821;0;0;0;0;0;0;0;0;0;0;0;0;0
7822;0;0;0;2;0;0;0;0;2;0;0;0;4
7823;0;0;0;1;0;0;0;0;1;0;0;0;2
7824;0;0;0;0;0;0;0;0;0;0;0;0;0
7825;0;0;0;3;0;3;0;0;2;0;0;0;8
7826;1;0;0;1;0;1;0;0;1;0;0;0;4
7827;0;0;0;0;0;0;0;0;0;0;0;0;0
7828;0;0;0;1;0;0;0;0;1;0;0;0;2
7829;0;0;0;0;0;0;0;0;0;0;0;0;0
7830;0;0;0;2;0;1;0;1;1;0;0;0;5
7831;0;1;0;6;0;0;0;0;5;0;0;0;12
7832;0;0;0;0;0;1;1;0;0;0;0;0;2
7833;0;0;0;0;0;0;0;0;0;0;0;0;0
7834;2;0;0;1;0;3;0;0;0;0;0;0;6
7835;0;0;0;2;0;0;1;0;1;0;0;0;4
7836;0;0;0;2;0;4;0;1;1;0;0;0;8
7837;0;0;0;1;0;0;0;1;1;0;1;0;4
7838;0;0;0;0;1;0;0;2;0;0;0;0;3
7839;0;0;0;0;0;0;0;0;0;0;0;0;0
7840;0;0;0;0;0;0;0;0;0;0;0;0;0
7841;0;0;0;2;0;1;0;0;1;0;0;0;4
7842;0;0;0;2;0;0;1;0;1;0;0;0;4
7843;0;0;0;0;0;0;0;0;0;0;0;0;0
7844;2;0;0;1;0;3;0;1;0;0;0;0;7
7845;0;0;0;0;0;0;0;0;0;0;0;0;0
7846;0;0;0;1;0;0;0;0;1;0;0;0;2
7847;0;0;0;0;0;0;0;0;0;0;0;0;0
7848;0;0;0;2;0;0;2;0;0;0;0;0;4
7849;0;0;0;2;0;1;0;0;1;0;0;0;4
7850;0;0;0;0;0;0;0;0;0;0;0;0;0
7851;0;0;0;3;0;3;0;0;0;0;0;0;6
7852;0;0;0;0;0;0;0;0;0;0;0;0;0
7853;0;0;0;0;0;0;0;0;0;0;0;0;0
7854;0;0;0;2;0;1;0;0;1;0;0;0;4
7855;0;0;0;0;0;0;0;0;0;0;0;0;0
7856;0;0;0;2;0;1;0;0;1;0;0;0;4
7857;0;0;0;0;0;0;0;0;0;0;0;0;0
7858;2;0;0;2;0;4;0;3;0;0;0;0;11
7859;0;0;0;0;0;0;0;0;0;0;0;0;0
7860;0;0;0;2;0;1;0;0;1;0;0;0;4
7861;0;0;0;1;0;0;1;0;1;0;0;0;3
7862;0;0;0;0;0;0;0;0;0;0;0;0;0
7863;0;0;0;4;0;0;0;4;4;0;0;0;12
7864;0;0;0;0;0;0;0;0;0;0;0;0;0
7865;0;0;0;1;0;1;0;1;1;0;0;0;4
7866;0;0;0;0;0;0;0;0;0;0;0;0;0
7867;5;4;3;11;6;4;6;8;5;0;0;1;53
7868;0;0;0;0;0;0;0;0;0;0;0;0;0
7869;1;0;0;0;0;2;0;1;1;0;0;0;5
7870;0;0;0;1;0;0;0;0;1;0;0;0;2
7871;0;0;0;0;0;0;0;0;0;0;0;0;0
7872;0;0;0;2;0;0;0;0;2;0;0;0;4
7873;1;0;0;3;0;5;0;1;0;0;0;0;10
7874;0;0;0;2;0;1;0;1;1;0;0;0;5
7875;0;0;0;4;0;3;1;0;0;0;0;0;8
7876;0;0;0;1;0;0;0;0;1;0;0;0;2
7877;0;0;0;0;0;0;0;0;0;0;0;0;0
7878;0;0;0;3;0;0;0;0;3;0;0;0;6
7879;0;0;0;0;0;0;0;0;0;0;0;0;0
7880;0;0;0;2;0;1;1;1;0;0;0;0;5
7881;0;0;0;0;0;0;0;0;0;0;0;0;0
7882;0;0;0;2;0;3;0;1;1;0;0;0;7
7883;0;0;0;1;0;1;0;1;1;0;0;0;4
7884;0;2;0;0;0;0;0;0;2;0;0;0;4
7885;0;0;0;0;0;0;0;0;0;0;0;0;0
7886;0;0;0;1;0;1;0;1;1;0;0;0;4
7887;0;0;0;8;0;0;0;0;8;0;0;0;16
7888;0;0;0;0;0;0;0;0;0;0;0;0;0
7889;0;0;0;2;0;2;1;0;0;0;0;0;5
7890;0;0;0;0;0;0;0;0;0;0;0;0;0
7891;0;0;0;3;0;1;1;1;2;0;0;0;8
7892;0;0;0;0;0;0;0;0;0;0;0;0;0
7893;0;0;0;1;0;1;0;0;0;0;0;0;2
7894;0;0;0;0;0;0;0;0;0;0;0;0;0
7895;0;0;0;1;0;0;0;0;1;0;0;0;2
7896;0;0;0;0;0;0;0;0;0;0;0;0;0
7897;0;0;0;0;0;0;0;0;0;0;0;0;0
7898;0;0;0;5;0;2;0;0;5;0;0;0;12
7899;0;0;0;1;0;2;0;2;1;0;0;0;6
7900;0;0;0;3;0;0;2;0;1;0;0;0;6
7901;0;0;0;0;0;0;0;0;0;0;0;0;0
7902;0;0;0;2;0;1;0;0;1;0;0;0;4
7903;0;0;1;4;0;0;0;1;4;1;0;0;11
7904;0;0;0;0;0;0;0;0;0;0;0;0;0
7905;0;0;0;0;0;0;0;0;0;0;0;0;0
7906;0;0;0;4;0;1;1;0;2;0;0;0;8
7907;0;0;0;2;0;1;0;1;1;0;0;0;5
7908;1;0;0;1;0;1;0;0;1;0;0;0;4
7909;1;1;0;0;0;1;0;1;0;0;0;0;4
7910;0;0;0;3;0;0;1;1;3;0;1;0;9
7911;0;0;0;3;0;3;0;0;2;0;0;0;8
7912;0;0;0;2;0;0;0;0;2;0;0;0;4
7913;0;0;0;0;0;0;0;0;0;0;0;0;0
7914;0;0;0;12;0;2;0;1;11;0;0;0;26
7915;0;0;0;0;0;0;0;0;0;0;0;0;0
7916;0;0;0;0;0;0;0;0;0;0;0;0;0
7917;0;0;0;2;0;3;0;3;0;0;0;0;8
7918;0;0;0;1;0;2;0;1;0;0;0;0;4
7919;0;0;0;0;0;0;1;1;0;0;1;0;3
7920;0;0;0;0;0;0;0;0;0;0;0;0;0
7921;0;0;0;0;0;0;0;0;0;0;0;0;0
7922;0;0;0;0;0;0;0;0;0;0;2;0;2
7923;0;1;0;1;0;2;0;3;0;0;1;0;8
7924;0;0;0;2;0;1;0;0;1;0;0;0;4
7925;0;0;0;3;0;1;2;0;1;0;0;0;7
7926;0;0;0;4;0;2;0;0;2;0;0;0;8
7927;0;0;0;0;0;0;0;1;0;0;2;0;3
7928;8;0;1;2;0;9;2;2;1;0;0;0;25
7929;0;0;0;2;0;0;1;0;1;0;0;0;4
7930;0;0;0;0;0;0;0;0;0;0;0;0;0
7931;1;0;0;1;0;2;0;1;0;0;0;0;5
7932;0;1;0;3;0;3;0;0;1;0;0;0;8
7933;0;0;0;0;0;0;0;0;0;0;0;0;0
7934;0;4;0;0;0;4;0;0;0;0;0;0;8
7935;0;1;0;11;0;4;0;1;9;0;0;0;26
7936;0;0;0;0;0;0;0;0;0;0;0;0;0
7937;0;0;0;0;0;0;0;0;0;0;0;0;0
7938;0;0;0;5;0;3;0;0;4;0;0;0;12
7939;0;0;1;5;0;4;0;7;2;1;0;0;20
7940;0;0;0;0;0;0;0;0;0;0;0;0;0
7941;0;0;0;1;0;1;0;1;1;0;0;0;4
7942;0;3;0;1;0;1;1;0;2;0;0;0;8
7943;0;0;0;1;0;2;0;1;0;0;0;0;4
7944;0;0;0;5;0;3;0;0;2;0;0;0;10
7945;0;0;0;0;0;0;0;0;0;0;0;0;0
7946;2;0;0;1;0;3;0;1;0;0;0;0;7
7947;0;0;0;0;0;0;0;0;0;0;0;0;0
7948;0;0;1;1;0;0;0;1;1;1;0;0;5
7949;0;0;0;1;0;0;0;0;1;0;0;0;2
7950;0;0;0;0;0;0;0;0;0;0;0;0;0
7951;0;0;0;2;0;1;0;0;1;0;0;0;4
7952;0;0;0;3;0;1;0;0;2;0;0;0;6
7953;0;0;0;0;0;0;0;0;0;0;0;0;0
7954;0;0;0;1;0;0;0;0;1;0;0;0;2
7955;0;0;0;0;0;0;0;0;0;0;0;0;0
7956;0;0;0;2;0;1;0;0;1;0;0;0;4
7957;0;0;0;2;0;1;0;0;1;0;0;0;4
7958;0;3;0;0;0;2;0;0;0;0;0;0;5
7959;0;0;0;0;0;1;1;0;0;0;0;0;2
7960;0;0;0;0;0;0;0;0;0;0;0;0;0
7961;1;0;0;0;0;1;0;0;0;0;1;0;3
7962;0;1;0;3;0;1;0;0;3;0;0;0;8
7963;0;0;0;2;0;0;2;0;0;0;0;0;4
7964;0;2;0;11;0;8;3;6;7;0;0;0;37
7965;0;0;0;0;0;0;0;0;0;0;0;0;0
7966;0;0;0;0;0;1;1;0;0;0;0;0;2
7967;0;0;0;0;0;0;0;0;0;0;0;0;0
7968;0;0;0;0;0;0;0;0;0;0;0;0;0
7969;0;0;0;2;0;0;2;0;0;0;0;0;4
7970;0;0;0;0;0;1;1;0;0;0;0;0;2
7971;0;0;0;0;0;0;0;0;0;0;0;0;0
7972;0;0;0;1;0;0;0;0;1;0;0;0;2
7973;0;0;0;0;0;0;0;0;0;0;0;0;0
7974;0;0;0;0;0;0;0;0;0;0;0;0;0
7975;0;1;0;3;0;0;0;0;4;0;0;0;8
7976;0;0;0;0;0;1;1;0;0;0;0;0;2
7977;0;0;0;0;0;0;0;0;0;0;0;0;0
7978;0;0;0;8;0;6;0;0;2;0;0;0;16
7979;0;0;0;1;0;2;0;1;0;0;0;0;4
7980;0;0;0;0;0;0;0;0;0;0;0;0;0
7981;0;0;0;0;0;0;0;0;0;0;0;0;0
7982;0;0;0;0;0;0;0;0;0;0;0;0;0
7983;1;0;0;2;0;2;0;1;1;0;0;0;7
7984;0;0;0;1;0;0;0;0;1;0;0;0;2
7985;0;0;0;0;0;0;0;0;0;0;0;0;0
7986;0;0;0;2;0;0;0;0;2;0;0;0;4
7987;0;0;0;2;0;1;0;0;1;0;0;0;4
7988;0;0;0;0;0;0;0;0;0;0;0;0;0
7989;0;0;1;0;0;0;0;2;0;0;0;0;3
7990;0;0;0;2;0;1;0;0;1;0;0;0;4
7991;0;0;0;1;0;1;0;0;0;0;0;0;2
7992;0;0;0;0;0;0;0;0;0;0;0;0;0
7993;2;0;0;1;0;3;0;1;0;0;0;0;7
7994;0;2;0;3;0;2;0;1;3;0;0;0;11
7995;0;0;0;1;0;0;0;0;1;0;0;0;2
7996;0;0;0;0;0;0;0;0;0;0;0;0;0
7997;0;0;0;0;0;0;0;0;0;0;0;0;0
7998;0;0;0;1;0;0;0;0;1;0;0;0;2
7999;0;0;0;0;0;0;0;0;0;0;0;0;0
8000;0;0;0;1;0;1;0;0;0;0;0;0;2
8001;0;0;0;0;0;0;0;0;0;0;0;0;0
8002;0;0;0;0;0;0;0;0;0;0;0;0;0
8003;0;0;0;0;0;1;1;0;0;0;0;0;2
8004;0;0;0;0;0;0;0;0;0;0;0;0;0
8005;0;0;0;1;0;1;0;0;0;0;0;0;2
8006;0;0;0;0;0;0;0;0;0;0;0;0;0
8007;0;0;0;1;0;0;0;0;1;0;0;0;2
8008;0;0;0;0;0;0;0;0;0;0;0;0;0
8009;1;0;0;1;0;2;0;1;0;0;0;0;5
8010;0;0;0;1;0;1;0;0;0;0;0;0;2
8011;0;0;0;0;0;0;0;0;0;0;0;0;0
8012;1;0;0;1;0;2;0;1;0;0;0;0;5
8013;0;0;1;1;0;2;0;1;0;0;0;0;5
8014;0;0;0;2;0;1;0;0;1;0;0;0;4
8015;0;0;0;0;0;0;0;0;0;0;0;0;0
8016;0;1;0;0;0;0;0;0;1;0;0;0;2
8017;0;0;0;0;0;0;0;0;0;0;0;0;0
8018;0;0;0;0;0;0;0;0;0;0;0;0;0
8019;0;0;0;2;0;1;0;0;1;0;0;0;4
8020;0;0;0;0;0;0;0;0;0;0;0;0;0
8021;0;0;0;2;0;0;0;0;2;0;0;0;4
8022;0;0;0;2;0;1;0;0;1;0;0;0;4
8023;0;0;0;3;0;0;0;0;3;0;0;0;6
8024;0;0;0;0;0;0;0;0;0;0;0;0;0
8025;0;0;0;1;0;1;0;2;1;0;0;0;5
8026;0;0;0;2;0;1;0;0;1;0;0;0;4
8027;0;0;0;0;0;0;0;0;0;0;0;0;0
8028;0;0;0;1;0;1;0;0;0;0;0;0;2
8029;0;0;0;0;0;0;0;0;0;0;0;0;0
8030;0;0;0;1;0;1;0;0;0;0;0;0;2
8031;0;0;0;0;0;0;0;0;0;0;0;0;0
8032;0;0;0;0;0;0;0;0;0;0;0;0;0
8033;0;0;0;0;0;0;0;0;0;0;0;0;0
8034;0;0;0;0;0;1;1;0;0;0;0;0;2
8035;0;0;0;0;0;0;0;0;0;0;0;0;0
8036;0;0;0;2;0;1;0;0;1;0;0;0;4
8037;0;1;0;2;0;0;0;0;1;0;0;0;4
8038;0;0;0;1;0;2;0;2;1;0;0;0;6
8039;0;0;0;4;0;1;0;0;3;0;0;0;8
8040;0;0;0;2;0;1;0;0;1;0;0;0;4
8041;0;0;0;4;0;2;0;0;2;0;0;0;8
8042;0;0;0;0;0;0;0;0;0;0;0;0;0
8043;0;0;0;0;0;0;0;0;0;0;0;0;0
8044;0;0;0;2;0;1;0;0;1;0;0;0;4
8045;0;0;0;1;0;8;0;8;0;0;0;0;17
8046;0;0;0;2;0;2;0;1;1;0;0;0;6
8047;0;0;0;0;0;0;0;0;0;0;0;0;0
8048;0;0;0;2;0;1;0;0;1;0;0;0;4
8049;0;0;0;0;0;0;0;0;0;0;1;0;1
8050;0;0;0;0;0;0;0;0;0;0;0;0;0
8051;0;0;0;4;0;1;0;0;3;0;0;0;8
8052;0;0;0;2;0;1;0;0;2;0;0;0;5
8053;0;0;0;2;0;1;0;0;1;0;0;0;4
8054;0;1;0;0;0;0;0;0;1;0;0;0;2
8055;0;0;0;0;0;0;0;0;0;0;0;0;0
8056;0;0;0;1;0;1;0;1;1;0;0;0;4
8057;0;0;0;4;0;0;0;0;4;0;0;0;8
8058;1;0;0;1;0;1;0;0;1;0;0;0;4
8059;0;0;0;0;0;0;0;0;0;0;0;0;0
8060;0;0;0;3;0;2;0;0;1;0;0;0;6
8061;1;0;0;1;0;1;0;0;1;0;0;0;4
8062;0;0;0;0;0;1;1;0;0;0;0;0;2
8063;0;0;0;0;0;0;0;0;0;0;0;0;0
8064;0;0;0;5;0;4;4;3;3;0;1;0;20
8065;0;0;0;0;0;0;0;0;0;0;0;0;0
8066;0;0;0;1;0;2;0;1;0;0;0;0;4
8067;0;0;1;1;0;1;0;2;0;1;0;0;6
8068;0;0;0;0;0;0;0;0;0;0;0;0;0
8069;0;0;0;0;0;0;0;0;0;0;0;0;0
8070;1;0;0;0;0;1;0;1;0;0;0;0;3
8071;0;0;0;0;0;0;0;0;0;0;0;0;0
8072;0;0;0;0;0;0;0;0;0;0;0;0;0
8073;0;0;0;0;0;0;0;0;0;0;0;0;0
8074;0;0;0;3;0;1;2;0;0;0;0;0;6
8075;0;0;0;0;0;0;0;0;0;0;0;0;0
8076;0;0;0;2;0;0;0;0;2;0;0;0;4
8077;0;0;0;2;0;1;0;0;1;0;0;0;4
8078;0;0;0;1;0;1;0;0;0;0;0;0;2
8079;0;0;0;0;0;0;0;0;0;0;0;0;0
8080;0;0;0;7;0;1;0;0;6;0;0;0;14
8081;0;0;0;0;0;0;0;0;0;0;0;0;0
8082;0;0;0;0;0;0;0;0;0;0;0;0;0
8083;0;0;0;3;0;2;1;0;1;0;0;0;7
8084;0;0;0;0;0;1;1;0;0;0;0;0;2
8085;0;0;0;0;0;0;0;0;0;0;0;0;0
8086;0;0;0;4;0;2;1;0;1;0;0;0;8
8087;0;0;0;2;0;0;0;0;2;0;0;0;4
8088;0;1;0;1;0;0;0;0;2;0;0;0;4
8089;0;0;0;0;0;0;0;0;0;0;0;0;0
8090;0;0;0;0;0;2;0;1;0;0;0;1;4
8091;0;0;0;3;0;0;0;0;3;0;0;0;6
8092;1;0;0;1;0;1;1;0;0;0;0;0;4
8093;0;0;0;1;0;1;0;0;0;0;0;0;2
8094;0;0;0;0;0;0;0;0;0;0;0;0;0
8095;0;0;0;0;0;0;0;0;0;0;0;0;0
8096;0;0;0;1;0;0;1;2;0;0;0;0;4
8097;0;0;0;0;0;0;0;0;0;0;0;0;0
8098;1;0;0;8;0;3;0;0;6;0;0;0;18
8099;0;0;0;2;0;1;0;0;1;0;0;0;4
8100;1;3;0;1;0;2;0;0;0;0;0;0;7
8101;0;0;0;0;1;0;0;2;0;0;0;0;3
8102;0;0;0;2;0;1;1;0;0;0;0;0;4
8103;0;0;0;0;0;0;0;0;0;0;0;0;0
8104;0;0;0;0;0;1;0;2;0;0;0;0;3
8105;0;0;1;3;0;2;0;4;3;1;0;0;14
8106;0;0;0;0;0;0;0;0;0;0;0;0;0
8107;0;0;0;2;0;0;1;0;1;0;0;0;4
8108;0;0;0;0;0;0;0;0;0;0;0;0;0
8109;0;0;0;2;0;1;1;0;0;0;0;0;4
8110;0;0;0;1;0;0;0;0;1;0;0;0;2
8111;0;0;0;0;0;0;0;0;0;0;0;0;0
8112;0;0;0;0;0;0;0;0;0;0;0;0;0
8113;0;0;0;1;0;1;0;1;1;0;0;0;4
8114;0;0;0;3;0;0;0;0;2;0;0;0;5
8115;0;0;0;1;0;0;0;0;1;0;0;0;2
8116;0;0;0;0;0;0;0;0;0;0;0;0;0
8117;0;0;0;1;0;0;0;0;1;0;0;0;2
8118;0;0;0;0;0;0;0;0;0;0;0;0;0
8119;0;0;0;3;0;0;0;2;3;0;0;0;8
8120;0;0;0;0;0;0;0;0;0;0;0;0;0
8121;0;0;0;2;0;1;0;0;1;0;0;0;4
8122;0;0;0;1;0;0;0;0;1;0;0;0;2
8123;0;0;0;0;0;0;0;0;0;0;0;0;0
8124;0;0;0;4;0;1;1;0;2;0;0;0;8
8125;0;0;0;0;0;0;0;0;0;0;0;0;0
8126;0;0;0;3;0;1;0;0;2;0;0;0;6
8127;0;0;0;0;0;0;0;0;0;0;0;0;0
8128;0;0;0;0;0;0;0;0;0;0;0;0;0
8129;1;0;0;1;0;2;0;0;0;0;0;0;4
8130;0;1;0;3;0;1;0;0;4;0;0;0;9
8131;0;1;0;0;0;1;0;0;0;0;0;0;2
8132;0;0;0;0;0;0;0;0;0;0;0;0;0
8133;0;0;0;3;0;0;1;0;2;0;0;0;6
8134;0;0;0;0;0;0;0;0;0;0;0;0;0
8135;0;0;0;2;0;0;0;0;2;0;0;0;4
8136;0;0;0;0;0;0;0;0;0;0;0;0;0
8137;0;2;0;1;0;3;0;0;1;0;0;0;7
8138;0;2;0;0;0;4;0;0;0;0;0;0;6
8139;0;0;0;0;0;0;0;0;0;0;0;0;0
8140;0;0;0;0;0;0;0;0;0;0;0;0;0
8141;0;0;0;2;0;1;0;0;1;0;0;0;4
8142;0;0;0;0;0;1;1;0;0;0;0;0;2
8143;0;0;0;0;0;0;0;0;0;0;0;0;0
8144;0;0;1;1;0;1;0;1;0;1;0;0;5
8145;0;0;0;1;0;0;0;0;1;0;0;0;2
8146;0;0;0;0;0;0;0;0;0;0;0;0;0
8147;0;0;0;0;0;0;0;0;0;0;0;0;0
8148;0;0;0;0;0;0;0;0;0;0;0;0;0
8149;0;1;0;3;0;5;0;5;2;0;0;0;16
8150;0;0;0;0;0;0;0;0;0;0;3;0;3
8151;0;0;0;0;0;0;0;0;0;0;0;0;0
8152;0;0;0;0;0;0;0;0;0;0;0;0;0
8153;0;0;0;0;0;0;0;0;0;0;0;0;0
8154;0;0;0;0;0;0;0;0;0;0;0;0;0
8155;0;0;0;2;0;1;0;0;1;0;0;0;4
8156;0;0;0;0;0;0;0;0;0;0;0;0;0
8157;0;1;0;2;0;3;0;0;0;0;0;0;6
8158;0;0;0;1;0;2;0;2;0;0;0;0;5
8159;0;0;0;2;0;0;0;0;2;0;0;0;4
8160;0;0;0;0;0;0;0;0;0;0;0;0;0
8161;0;0;0;0;0;0;0;2;1;0;0;0;3
8162;0;0;0;2;0;0;1;0;1;0;0;0;4
8163;0;2;0;1;1;2;0;0;0;0;0;0;6
8164;0;0;0;0;0;0;0;0;0;0;0;0;0
8165;0;0;0;0;0;0;0;0;0;0;0;0;0
8166;0;0;0;2;0;3;0;0;0;0;0;0;5
8167;0;0;0;2;0;1;0;0;1;0;0;0;4
8168;0;0;0;0;0;0;0;0;0;0;0;0;0
8169;0;0;0;3;0;0;3;0;0;0;0;0;6
8170;0;0;0;0;0;0;0;0;0;0;0;0;0
8171;0;0;0;2;0;0;1;0;1;0;0;0;4
8172;0;0;0;2;0;0;0;2;2;0;0;0;6
8173;0;0;0;0;0;0;0;0;0;0;0;0;0
8174;1;0;1;0;0;1;0;1;0;1;0;0;5
8175;0;0;0;0;0;0;0;0;0;0;0;0;0
8176;2;0;0;1;0;2;0;0;0;0;0;0;5
8177;0;0;0;1;0;0;0;0;1;0;0;0;2
8178;0;0;0;0;0;0;0;0;0;0;0;0;0
8179;0;0;0;5;0;2;0;0;3;0;0;0;10
8180;0;0;0;3;0;0;1;0;2;0;0;0;6
8181;0;0;0;1;1;0;0;1;1;0;0;0;4
8182;0;7;0;6;0;0;0;0;1;0;0;0;14
8183;0;0;0;1;0;1;0;1;0;0;0;0;3
8184;0;0;0;0;0;0;0;0;0;0;0;0;0
8185;0;0;0;0;0;0;0;0;0;0;0;0;0
8186;0;0;0;1;0;0;0;0;1;0;1;0;3
8187;0;4;0;0;0;3;0;0;1;0;0;0;8
8188;0;0;0;2;0;1;0;0;1;0;0;0;4
8189;0;0;0;2;0;1;0;0;1;0;0;0;4
8190;0;0;0;2;0;2;1;0;2;0;0;0;7
8191;0;1;0;3;0;4;0;0;1;0;0;0;9
8192;0;0;0;0;0;0;0;0;0;0;0;0;0
8193;0;0;0;1;0;0;0;0;1;0;0;0;2
8194;0;0;0;0;0;0;0;0;0;0;0;0;0
8195;0;0;0;0;0;0;0;0;0;0;0;0;0
8196;0;0;0;2;0;1;1;0;0;0;0;0;4
8197;0;0;0;3;0;0;1;1;2;0;0;0;7
8198;0;0;0;2;0;0;1;0;1;0;0;0;4
8199;0;0;0;2;0;2;0;0;0;0;0;0;4
8200;0;0;0;0;0;0;0;0;0;0;0;0;0
8201;0;0;0;1;0;0;0;0;1;0;0;0;2
8202;0;0;0;0;0;0;0;0;0;0;0;0;0
8203;0;0;0;2;0;0;1;0;1;0;0;0;4
8204;0;0;0;4;0;2;0;2;4;0;0;0;12
8205;0;0;0;0;0;0;0;0;0;0;0;0;0
8206;0;0;0;2;0;0;0;0;2;0;0;0;4
8207;0;0;0;0;0;0;0;0;0;0;2;0;2
8208;0;0;0;3;0;1;2;0;1;0;0;0;7
8209;0;0;0;0;0;0;0;0;0;0;0;0;0
8210;0;0;0;0;0;0;2;0;0;0;0;0;2
8211;0;0;0;0;0;0;0;0;0;0;0;0;0
8212;0;0;0;0;0;0;0;0;0;0;0;0;0
8213;0;0;0;3;0;1;0;0;2;0;0;0;6
8214;0;0;0;0;0;0;0;0;0;0;2;0;2
8215;0;0;0;0;0;0;0;0;0;0;0;0;0
8216;0;0;0;2;0;1;0;0;1;0;0;0;4
8217;0;0;0;2;0;1;0;0;1;0;0;0;4
8218;0;0;0;0;0;0;0;0;0;0;0;0;0
8219;0;0;1;2;0;2;0;3;0;1;0;0;9
8220;0;0;0;0;0;0;0;0;0;0;0;0;0
8221;0;0;0;3;0;1;0;0;2;0;0;0;6
8222;0;0;0;1;0;1;0;0;0;0;0;0;2
8223;0;0;0;0;0;0;0;0;0;0;0;0;0
8224;0;1;0;1;0;1;0;0;1;0;0;0;4
8225;1;0;0;7;0;7;1;0;0;0;0;0;16
8226;0;0;0;0;0;0;0;0;0;0;0;0;0
8227;0;0;0;0;0;0;0;0;0;0;0;0;0
8228;0;0;0;1;0;2;0;1;0;0;0;0;4
8229;0;0;0;0;0;0;0;0;0;0;0;0;0
8230;0;0;0;1;0;1;0;0;0;0;0;0;2
8231;0;0;0;0;0;0;0;0;0;0;0;0;0
8232;0;0;0;0;0;1;1;0;0;0;0;0;2
8233;0;0;0;0;0;0;0;0;0;0;0;0;0
8234;0;0;0;2;0;1;0;0;1;0;0;0;4
8235;1;0;0;3;0;3;0;1;1;0;0;0;9
8236;0;0;0;2;0;0;1;0;1;0;0;0;4
8237;0;0;0;2;0;0;2;0;0;0;0;0;4
8238;0;0;0;1;0;1;0;1;1;0;0;0;4
8239;0;0;0;0;0;0;0;0;0;0;0;0;0
8240;0;0;0;2;0;0;1;0;1;0;0;0;4
8241;0;0;0;2;0;1;0;0;1;0;0;0;4
8242;0;0;0;4;0;0;1;0;4;0;0;0;9
8243;0;0;0;0;0;0;0;0;0;0;0;0;0
8244;1;0;0;1;0;2;0;1;0;0;0;0;5
8245;0;0;0;2;0;1;0;0;1;0;0;0;4
8246;0;0;0;1;0;0;0;0;1;0;0;0;2
8247;0;0;0;0;0;0;0;0;0;0;0;0;0
