;Column Labels;;;;;;;;;;;;
Row Labels;A;B;C;D;E;F;G;H;I;J;K;L;Grand Total
2548;0;0;0;0;0;0;0;0;0;0;0;0;0
2549;1;0;0;1;0;2;0;1;0;0;0;0;5
2550;0;1;0;7;0;4;0;0;5;0;0;0;17
2551;0;0;0;0;0;0;0;0;0;0;0;0;0
2552;0;0;0;2;0;0;1;0;1;0;0;0;4
2553;0;0;0;1;0;1;0;0;0;0;0;0;2
2554;0;0;0;0;0;0;0;0;0;0;0;0;0
2555;0;0;0;0;0;0;0;0;0;0;0;0;0
2556;0;0;0;0;2;3;0;8;0;0;0;0;13
2557;0;0;0;0;0;0;0;0;0;0;0;0;0
2558;0;0;0;0;0;0;0;0;0;0;0;0;0
2559;0;0;0;7;0;7;0;3;4;0;0;0;21
2560;0;0;0;0;0;0;0;0;0;0;2;0;2
2561;0;0;0;0;0;0;0;0;0;0;0;0;0
2562;2;0;0;2;0;3;0;1;1;0;0;0;9
2563;0;0;0;0;0;0;0;0;0;0;0;0;0
2564;0;0;0;0;0;0;0;0;0;0;0;0;0
2565;0;0;0;2;0;0;0;0;2;0;0;0;4
2566;0;0;0;0;0;0;0;0;0;0;0;0;0
2567;0;0;0;3;0;1;0;0;2;0;0;0;6
2568;0;0;0;2;0;3;0;1;0;0;0;0;6
2569;0;0;0;0;0;0;0;0;0;0;0;0;0
2570;0;0;0;1;0;0;1;0;1;0;0;0;3
2571;0;0;0;3;0;3;0;1;0;0;0;0;7
2572;0;0;0;2;0;0;0;0;2;0;0;0;4
2573;0;0;0;0;0;0;0;0;0;0;0;0;0
2574;0;0;0;0;0;0;0;0;0;0;0;0;0
2575;0;0;0;0;0;2;0;2;0;0;0;0;4
2576;2;0;0;1;0;3;0;1;0;0;0;0;7
2577;0;1;0;0;0;0;0;1;0;0;0;0;2
2578;0;0;0;0;0;0;0;0;0;0;0;0;0
2579;0;0;0;0;0;0;0;0;0;0;0;0;0
2580;0;0;2;1;0;2;0;1;0;1;0;0;7
2581;0;1;0;1;0;0;0;0;2;0;0;0;4
2582;0;1;0;1;0;2;0;1;0;0;0;0;5
2583;0;0;0;1;0;0;0;0;1;0;0;0;2
2584;0;0;0;0;0;0;0;0;0;0;0;0;0
2585;0;0;0;0;0;0;0;0;0;0;0;0;0
2586;0;0;0;3;0;2;0;0;1;0;0;0;6
2587;0;0;0;1;0;0;0;0;1;0;0;0;2
2588;0;0;0;0;0;0;0;0;0;0;0;0;0
2589;0;0;0;1;0;1;0;1;0;0;1;0;4
2590;0;0;0;0;0;0;0;0;0;0;0;0;0
2591;0;0;0;2;0;0;1;0;1;0;0;0;4
2592;0;0;0;0;0;0;0;0;0;0;0;0;0
2593;0;0;0;0;0;1;0;1;1;0;0;0;3
2594;0;0;0;0;0;0;0;0;0;0;0;0;0
2595;0;2;0;1;0;0;0;0;3;0;0;0;6
2596;0;0;0;1;0;0;0;0;1;0;0;0;2
2597;0;0;0;0;0;0;0;0;0;0;0;0;0
2598;0;0;0;0;0;0;0;0;0;0;0;0;0
2599;2;0;0;1;0;1;0;0;0;0;0;0;4
2600;0;0;0;1;0;1;0;0;0;0;0;0;2
2601;0;0;0;0;0;0;0;0;0;0;0;0;0
2602;0;4;0;1;0;5;0;1;0;0;0;0;11
2603;1;0;0;1;0;3;0;2;0;0;0;0;7
2604;0;0;0;1;0;0;0;0;1;0;0;0;2
2605;0;0;0;0;0;0;0;0;0;0;0;0;0
2606;0;0;0;1;0;2;1;2;0;0;0;0;6
2607;0;0;0;1;0;0;0;0;1;0;0;0;2
2608;0;0;0;0;0;0;0;0;0;0;0;0;0
2609;0;0;0;3;0;2;0;1;2;0;0;0;8
2610;0;0;0;1;0;0;0;1;1;0;1;0;4
2611;0;0;0;0;0;0;0;0;0;0;0;0;0
2612;0;0;0;2;0;1;0;0;0;0;0;0;3
2613;0;1;0;1;0;0;0;1;2;0;0;0;5
2614;0;0;0;0;0;0;0;0;0;0;0;0;0
2615;0;1;0;1;0;1;0;0;1;0;0;0;4
2616;0;0;0;0;0;0;0;0;0;0;0;0;0
2617;0;0;0;0;1;0;0;2;0;0;0;0;3
2618;0;10;2;3;1;13;0;17;2;1;0;0;49
2619;0;0;0;0;0;0;0;0;0;0;0;0;0
2620;0;0;0;0;0;0;0;0;0;0;0;0;0
2621;1;0;0;2;0;3;0;2;0;0;0;0;8
2622;1;0;0;1;0;2;0;1;0;0;0;0;5
2623;0;0;0;0;0;0;0;0;0;0;0;0;0
2624;0;0;0;0;0;0;0;0;0;0;0;0;0
2625;0;0;0;1;0;0;0;0;1;0;0;0;2
2626;0;0;0;0;0;0;0;0;0;0;0;0;0
2627;0;0;0;0;0;2;1;1;1;0;0;0;5
2628;0;0;0;0;0;1;1;0;0;0;0;0;2
2629;0;0;0;0;0;0;0;0;0;0;0;0;0
2630;0;0;0;4;0;2;2;2;0;0;0;0;10
2631;0;0;0;0;0;1;1;0;0;0;0;0;2
2632;0;0;0;0;0;0;0;0;0;0;0;0;0
2633;0;0;0;2;0;1;0;0;1;0;0;0;4
2634;0;0;0;0;0;0;0;0;0;0;0;0;0
2635;1;1;2;0;0;1;0;2;0;2;0;1;10
2636;0;0;0;0;0;0;0;0;0;0;0;0;0
2637;0;0;0;3;0;0;0;0;3;0;0;0;6
2638;0;0;0;1;0;1;0;2;0;0;0;0;4
2639;0;0;0;3;0;1;1;0;1;0;0;0;6
2640;0;0;0;3;0;0;3;0;0;0;0;0;6
2641;0;0;0;0;0;0;0;0;0;0;0;0;0
2642;1;0;0;0;0;2;0;1;1;0;0;0;5
2643;0;0;1;0;0;1;0;2;0;0;0;0;4
2644;0;0;0;2;0;0;0;0;2;0;0;0;4
2645;0;0;0;0;0;0;0;0;0;0;0;0;0
2646;0;0;0;1;0;0;0;0;1;0;0;0;2
2647;0;0;0;0;0;0;0;0;0;0;0;0;0
2648;1;0;0;1;0;2;0;0;0;0;0;0;4
2649;0;0;0;1;0;1;1;0;0;0;0;0;3
2650;0;0;0;0;0;0;0;1;0;0;1;0;2
2651;0;0;0;0;0;0;0;0;0;0;0;0;0
2652;0;0;0;0;0;0;0;0;0;0;2;0;2
2653;0;0;0;1;0;0;0;0;1;0;0;0;2
2654;0;0;0;0;0;0;0;0;0;0;0;0;0
2655;0;0;0;1;0;0;2;0;0;0;0;0;3
2656;1;4;0;5;0;7;3;11;9;0;0;0;40
2657;0;0;0;0;0;0;0;0;0;0;0;0;0
2658;0;0;0;1;0;2;0;2;0;0;0;0;5
2659;2;0;0;0;0;2;0;0;0;0;0;0;4
2660;0;0;0;0;0;0;0;0;0;0;0;0;0
2661;1;0;0;1;0;0;0;1;0;0;0;0;3
2662;0;0;0;2;0;0;0;0;2;0;0;0;4
2663;0;0;0;2;0;1;0;0;1;0;0;0;4
2664;1;1;0;0;0;2;0;0;0;0;0;0;4
2665;0;0;0;0;0;1;1;0;0;0;0;0;2
2666;0;0;0;0;0;0;0;0;0;0;0;0;0
2667;1;0;0;3;0;3;1;1;0;0;0;0;9
2668;0;0;0;8;0;6;1;1;5;0;0;0;21
2669;0;1;0;1;0;2;0;0;0;0;0;0;4
2670;0;1;0;1;0;0;0;0;2;0;0;0;4
2671;0;1;0;1;0;2;0;0;1;0;0;0;5
2672;0;0;0;1;0;1;1;1;0;0;0;0;4
2673;0;0;0;0;0;0;0;0;0;0;0;0;0
2674;0;0;0;0;0;0;0;0;0;0;0;0;0
2675;0;0;1;6;0;1;0;2;5;1;0;0;16
2676;0;0;0;2;0;3;0;1;0;0;0;0;6
2677;0;0;0;0;0;0;0;0;0;0;0;0;0
2678;0;0;0;0;0;0;0;0;0;0;0;0;0
2679;1;0;0;0;0;1;0;0;0;0;0;0;2
2680;0;0;0;0;0;0;0;0;0;0;0;0;0
2681;0;0;0;1;0;0;0;1;1;0;1;0;4
2682;0;0;0;1;0;0;0;0;1;0;0;0;2
2683;0;0;0;0;0;0;0;0;0;0;0;0;0
2684;0;0;0;2;0;0;1;0;1;0;0;0;4
2685;0;0;0;0;0;0;0;0;0;0;0;0;0
2686;0;0;0;0;0;0;0;0;0;0;0;0;0
2687;0;0;0;2;0;1;0;0;2;0;0;0;5
2688;0;0;0;0;0;0;0;0;0;0;0;0;0
2689;1;0;0;1;0;1;0;0;1;0;0;0;4
2690;0;0;0;2;0;0;0;0;2;0;0;0;4
2691;0;0;0;0;0;0;0;0;0;0;0;0;0
2692;0;0;0;2;0;1;0;0;1;0;0;0;4
2693;0;0;0;2;0;1;0;0;1;0;0;0;4
2694;0;3;0;1;0;0;0;0;4;0;0;0;8
2695;0;0;0;2;0;0;0;0;2;0;0;0;4
2696;0;0;0;3;0;1;0;0;3;0;0;0;7
2697;0;0;1;2;0;1;0;1;1;1;0;0;7
2698;0;0;0;0;0;0;0;0;0;0;0;0;0
2699;0;0;1;3;0;4;0;3;0;1;0;0;12
2700;1;1;0;3;0;2;0;0;2;0;0;0;9
2701;0;0;0;0;0;0;0;0;0;0;0;0;0
2702;0;0;0;0;0;0;0;0;0;0;0;0;0
2703;0;0;0;1;0;0;0;0;1;0;0;0;2
2704;0;0;0;0;0;0;0;0;0;0;0;0;0
2705;0;0;0;2;0;1;0;0;1;0;0;0;4
2706;5;0;2;5;0;6;0;2;5;2;0;0;27
2707;0;0;0;1;0;0;1;1;0;0;0;0;3
2708;0;0;0;0;0;0;0;0;0;0;0;0;0
2709;0;0;0;2;0;0;0;0;2;0;0;0;4
2710;0;0;0;2;0;0;0;0;2;0;0;0;4
2711;0;1;2;2;0;0;0;2;3;2;0;0;12
2712;0;0;0;0;0;0;0;0;0;0;0;0;0
2713;0;0;0;0;0;0;0;0;0;0;0;0;0
2714;0;0;0;1;0;0;0;0;1;0;0;0;2
2715;0;0;0;0;0;0;0;0;0;0;0;0;0
2716;0;0;0;0;0;0;0;0;0;0;0;0;0
2717;0;1;1;6;0;1;1;2;7;1;0;0;20
2718;1;0;0;1;0;1;0;0;1;0;0;0;4
2719;0;0;0;0;0;0;0;0;0;0;0;0;0
2720;1;0;2;1;0;0;0;2;0;0;0;0;6
2721;0;0;0;0;0;0;0;0;0;0;0;0;0
2722;0;0;0;0;0;1;1;0;0;0;0;0;2
2723;0;0;0;0;0;0;0;0;0;0;0;0;0
2724;0;1;0;0;0;1;0;2;0;0;0;0;4
2725;0;0;0;1;0;0;0;0;1;0;0;0;2
2726;0;0;0;0;0;0;0;0;0;0;0;0;0
2727;0;0;0;2;0;1;0;0;1;0;0;0;4
2728;0;0;0;0;0;0;0;0;0;0;0;0;0
2729;0;2;0;1;0;2;0;0;1;0;0;0;6
2730;0;0;0;5;0;3;2;1;2;0;0;0;13
2731;0;0;0;0;0;0;0;0;0;0;0;0;0
2732;0;0;0;2;0;0;1;0;1;0;0;0;4
2733;0;0;0;1;0;1;0;0;0;0;0;0;2
2734;0;0;0;0;0;0;0;0;0;0;0;0;0
2735;0;1;0;1;0;0;0;0;3;0;0;0;5
2736;0;1;0;2;0;0;0;0;1;0;0;0;4
2737;0;0;0;3;0;2;1;0;0;0;0;0;6
2738;0;0;0;0;0;0;0;0;0;0;0;0;0
2739;0;0;0;1;0;0;0;0;1;0;0;0;2
2740;0;0;0;0;0;0;0;0;0;0;0;0;0
2741;0;0;0;0;0;0;0;0;0;0;0;0;0
2742;0;0;0;0;0;0;0;0;0;0;0;0;0
2743;0;0;1;0;1;1;0;3;0;1;0;0;7
2744;0;0;0;1;0;0;0;0;1;0;0;0;2
2745;0;0;0;0;0;0;0;0;0;0;0;0;0
2746;0;0;0;0;2;3;0;5;0;0;0;0;10
2747;0;0;0;1;0;1;0;0;0;0;0;0;2
2748;0;0;0;0;0;0;0;0;0;0;0;0;0
2749;0;0;0;0;0;0;0;0;0;0;0;0;0
2750;0;0;0;0;0;0;0;0;0;0;0;0;0
2751;0;1;0;1;0;0;0;0;2;0;0;0;4
2752;2;0;1;2;0;1;0;0;1;0;0;0;7
2753;0;0;0;0;0;0;0;0;0;0;0;0;0
2754;0;0;0;2;0;0;0;0;2;0;0;0;4
2755;0;0;0;0;0;0;0;0;0;0;0;0;0
2756;0;0;0;1;0;0;2;0;0;0;0;0;3
2757;0;0;0;0;0;0;0;0;0;0;0;0;0
2758;1;0;0;0;0;1;0;0;0;0;0;0;2
2759;0;0;0;0;0;0;0;0;0;0;0;0;0
2760;0;0;0;2;0;2;0;1;1;0;0;0;6
2761;1;0;1;1;0;0;0;0;0;0;0;0;3
2762;0;0;0;0;0;0;0;0;0;0;0;0;0
2763;0;0;0;0;0;0;0;0;0;0;0;0;0
2764;0;0;0;2;0;1;1;0;0;0;0;0;4
2765;0;0;0;0;0;0;0;0;0;0;0;0;0
2766;0;0;0;0;0;0;0;0;0;0;0;0;0
2767;0;0;0;3;0;1;2;0;0;0;0;0;6
2768;0;0;0;2;0;0;0;0;2;0;0;0;4
2769;0;0;0;0;0;0;0;0;0;0;0;0;0
2770;0;0;0;1;0;1;1;0;1;0;0;0;4
2771;0;0;0;0;0;0;0;0;0;0;0;0;0
2772;0;0;0;3;0;0;0;0;3;0;0;0;6
2773;13;0;4;0;0;13;0;4;0;0;0;0;34
2774;0;0;1;1;0;0;0;2;1;1;0;0;6
2775;0;0;0;0;0;0;0;0;0;0;0;0;0
2776;0;0;0;0;0;0;0;0;0;0;0;0;0
2777;0;0;0;3;0;0;2;0;1;0;0;0;6
2778;0;0;0;2;0;1;0;0;1;0;0;0;4
2779;0;0;0;2;0;0;1;0;1;0;0;0;4
2780;0;0;0;0;0;0;0;0;0;0;0;0;0
2781;1;0;0;1;0;2;0;1;0;0;0;0;5
2782;1;0;0;2;0;3;0;0;2;0;0;0;8
2783;0;0;0;3;0;3;0;3;0;0;0;0;9
2784;0;0;0;0;0;0;0;0;0;0;0;0;0
2785;0;0;0;0;0;0;0;0;0;0;0;0;0
2786;0;0;0;2;0;1;0;0;1;0;0;0;4
2787;0;0;3;2;0;10;3;3;4;0;0;0;25
2788;0;0;0;3;0;1;1;0;1;0;0;0;6
2789;0;0;0;2;0;1;0;0;1;0;0;0;4
2790;0;0;0;1;0;0;2;0;0;0;0;0;3
2791;1;0;0;1;0;0;0;0;1;0;0;0;3
2792;0;0;0;2;0;0;1;0;1;0;0;0;4
2793;0;0;0;2;0;0;1;0;1;0;0;0;4
2794;0;5;0;0;0;4;0;0;1;0;0;0;10
2795;1;0;0;0;0;1;0;0;0;0;0;0;2
2796;0;0;0;0;0;0;0;0;0;0;0;0;0
2797;0;0;0;1;0;1;0;2;1;0;0;0;5
2798;0;0;0;0;0;0;0;0;0;0;0;0;0
2799;0;0;0;5;0;1;5;0;0;0;0;0;11
2800;0;0;0;0;0;0;0;0;0;0;0;0;0
2801;0;0;0;2;0;0;2;0;1;0;0;0;5
2802;0;0;0;2;0;1;0;0;1;0;0;0;4
2803;0;0;0;2;0;0;0;0;2;0;0;0;4
2804;0;0;0;0;0;0;0;0;0;0;0;0;0
2805;0;0;0;2;0;1;0;0;1;0;0;0;4
2806;0;0;1;0;0;0;0;1;0;1;0;0;3
2807;0;0;0;0;0;0;0;0;0;0;0;0;0
2808;0;0;0;0;0;0;0;0;0;0;0;0;0
2809;1;0;0;0;0;2;0;1;0;0;0;0;4
2810;0;0;0;0;0;0;0;0;0;0;0;0;0
2811;0;0;0;0;0;0;0;0;0;0;0;0;0
2812;0;0;0;3;0;2;0;0;1;0;0;0;6
2813;0;0;0;2;0;2;0;1;1;0;0;0;6
2814;0;0;0;3;0;1;1;0;1;0;0;0;6
2815;0;0;0;0;0;0;0;0;0;0;0;0;0
2816;0;2;0;0;0;2;0;0;0;0;0;0;4
2817;0;0;0;0;0;0;0;0;0;0;0;0;0
2818;0;0;0;0;0;0;0;0;0;0;0;0;0
2819;0;0;0;2;0;1;0;1;2;0;0;0;6
2820;0;1;0;0;0;1;0;0;0;0;0;0;2
2821;0;0;0;0;0;0;0;0;0;0;0;0;0
2822;0;0;0;0;0;0;0;1;0;0;2;0;3
2823;0;0;0;1;0;1;0;0;0;0;0;0;2
2824;0;0;0;0;0;0;0;0;0;0;0;0;0
2825;0;0;0;1;0;1;0;0;1;0;0;0;3
2826;0;0;0;0;0;0;0;0;0;0;0;0;0
2827;0;0;0;1;0;1;0;0;0;0;0;0;2
2828;0;0;0;0;0;0;0;0;0;0;0;0;0
2829;1;2;0;11;0;7;0;5;8;0;0;0;34
2830;0;2;0;0;0;2;0;1;0;0;0;1;6
2831;0;0;0;1;0;4;0;4;1;0;0;0;10
2832;0;0;0;0;0;0;0;0;0;0;0;0;0
2833;0;1;1;0;0;1;0;1;1;0;0;0;5
2834;0;0;0;1;0;0;0;0;1;0;0;0;2
2835;0;0;0;0;0;0;0;0;0;0;0;0;0
2836;0;0;0;1;0;1;0;0;0;0;0;0;2
2837;0;0;0;0;0;0;0;0;0;0;0;0;0
2838;0;0;0;2;0;1;0;0;1;0;0;0;4
2839;0;0;0;1;0;0;0;0;1;0;0;0;2
2840;0;0;0;0;0;0;0;0;0;0;0;0;0
2841;0;1;0;1;0;2;0;0;1;0;0;0;5
2842;0;0;0;2;0;1;0;0;1;0;0;0;4
2843;0;0;0;3;0;1;0;0;2;0;0;0;6
2844;1;0;0;2;0;1;2;0;0;0;0;0;6
2845;0;0;0;0;0;0;0;0;0;0;0;0;0
2846;0;0;0;2;0;1;1;0;0;0;0;0;4
2847;1;0;1;1;0;0;0;0;0;0;0;0;3
2848;0;0;0;0;0;0;0;0;0;0;0;0;0
2849;0;0;0;2;0;0;1;0;1;0;0;0;4
2850;0;0;0;0;0;0;0;0;0;0;0;0;0
2851;1;0;0;1;0;2;0;1;0;0;0;0;5
2852;0;0;0;7;0;0;0;0;7;0;0;0;14
2853;0;0;0;1;0;1;0;0;0;0;0;0;2
2854;0;0;0;0;0;0;0;0;0;0;0;0;0
2855;1;0;0;1;0;1;1;0;0;0;0;0;4
2856;9;0;0;2;0;11;0;2;0;0;0;0;24
2857;0;0;0;1;0;2;0;1;0;0;0;0;4
2858;0;0;0;1;0;0;0;0;1;0;1;0;3
2859;0;1;0;0;0;1;0;0;0;0;0;0;2
2860;0;0;0;0;0;0;0;0;0;0;0;0;0
2861;0;0;0;0;0;0;0;0;0;0;0;0;0
2862;0;0;0;3;0;6;0;3;0;0;0;0;12
2863;0;0;0;0;0;0;0;0;0;0;0;0;0
2864;0;0;0;0;0;0;0;0;0;0;0;0;0
2865;0;0;0;0;0;0;0;0;0;0;0;0;0
2866;0;0;0;0;0;0;0;0;0;0;0;0;0
2867;0;0;0;0;0;1;0;1;0;0;0;0;2
2868;0;0;0;0;0;0;0;0;0;0;0;0;0
2869;0;0;0;3;0;4;0;4;0;0;0;0;11
2870;0;0;0;0;0;0;0;0;0;0;0;0;0
2871;0;0;0;0;0;0;0;0;0;0;0;0;0
2872;0;0;0;1;0;2;0;2;0;0;0;0;5
2873;0;0;0;0;0;1;1;0;0;0;0;0;2
2874;0;0;0;0;0;0;0;0;0;0;0;0;0
2875;0;0;0;0;0;0;0;0;0;0;0;0;0
2876;0;0;0;1;0;1;1;1;0;0;0;0;4
2877;1;0;0;1;0;2;0;0;1;0;0;0;5
2878;0;0;0;0;0;0;0;0;0;0;0;0;0
2879;0;0;0;0;0;0;0;0;0;0;0;0;0
2880;0;0;0;2;0;0;1;0;1;0;0;0;4
2881;0;0;0;0;0;1;1;0;0;0;0;0;2
2882;0;0;0;0;0;0;0;0;0;0;0;0;0
2883;0;0;0;0;0;2;0;0;0;0;0;0;2
2884;0;0;0;1;0;0;0;0;1;0;0;0;2
2885;0;0;0;0;0;0;0;0;0;0;0;0;0
2886;0;0;0;2;0;0;1;0;1;0;0;0;4
2887;0;0;0;0;0;0;0;3;0;0;0;0;3
2888;0;0;0;0;0;0;0;0;0;0;0;0;0
2889;0;0;0;2;0;1;0;0;1;0;0;0;4
2890;0;0;0;0;0;0;0;0;0;0;0;0;0
2891;0;0;0;2;0;1;0;0;1;0;0;0;4
2892;2;0;0;2;0;3;0;1;1;0;0;0;9
2893;0;0;0;2;0;0;1;0;1;0;0;0;4
2894;0;0;0;0;0;0;0;0;0;0;0;0;0
2895;0;0;0;1;0;0;0;0;1;0;0;0;2
2896;0;0;0;0;0;0;0;0;0;0;0;0;0
2897;0;0;0;0;0;0;0;0;0;0;0;0;0
2898;0;0;0;2;0;1;0;0;1;0;0;0;4
2899;0;0;0;2;0;1;0;0;1;0;0;0;4
2900;1;1;0;8;0;2;0;1;9;0;0;0;22
2901;0;0;0;2;0;0;0;0;2;0;0;0;4
2902;0;0;0;1;0;0;0;0;1;0;0;0;2
2903;0;0;0;0;0;0;0;0;0;0;0;0;0
2904;3;0;0;1;0;3;0;0;1;0;0;0;8
2905;0;0;0;3;0;2;0;2;3;0;0;0;10
2906;0;0;0;0;0;3;0;3;1;0;0;0;7
2907;0;0;0;0;0;0;0;0;0;0;0;0;0
2908;0;0;0;0;0;0;0;0;0;0;0;0;0
2909;0;0;0;0;0;1;1;0;0;0;0;0;2
2910;0;0;0;0;0;0;0;0;0;0;0;0;0
2911;0;0;0;4;0;2;0;0;3;0;0;0;9
2912;0;0;0;2;0;1;0;0;1;0;0;0;4
2913;1;0;0;1;0;2;0;0;0;0;0;0;4
2914;0;0;0;1;0;0;0;0;1;0;0;0;2
2915;0;0;0;0;0;0;0;0;0;0;0;0;0
2916;0;0;0;0;0;1;1;0;0;0;0;0;2
2917;0;0;0;0;0;0;0;0;0;0;0;0;0
2918;0;0;0;2;0;1;0;0;1;0;0;0;4
2919;0;0;0;1;0;0;3;0;0;0;0;0;4
2920;0;0;0;0;0;0;0;0;0;0;0;0;0
2921;0;0;0;0;0;0;0;0;0;0;0;0;0
2922;0;0;0;0;0;0;0;0;0;0;0;0;0
2923;0;0;0;0;0;0;0;0;0;0;0;0;0
2924;0;0;0;0;0;0;0;0;0;0;0;0;0
2925;0;0;0;3;0;3;0;1;0;0;0;0;7
2926;0;0;0;2;0;1;1;1;0;0;0;0;5
2927;0;0;0;0;0;1;1;0;0;0;0;0;2
2928;0;0;0;0;0;0;0;0;0;0;0;0;0
2929;0;0;0;1;0;0;0;0;1;0;0;0;2
2930;0;0;0;0;0;0;0;0;0;0;0;0;0
2931;0;0;1;1;0;3;0;5;1;1;0;0;12
2932;0;0;0;1;0;0;0;0;1;0;0;0;2
2933;0;0;0;0;0;0;0;0;0;0;0;0;0
2934;3;2;0;2;0;6;1;2;0;0;0;1;17
2935;0;0;0;0;0;0;0;0;0;0;0;0;0
2936;1;0;0;0;0;1;0;1;0;0;0;0;3
2937;0;0;0;1;0;0;0;0;1;0;0;0;2
2938;0;0;0;0;0;0;0;0;0;0;0;0;0
2939;0;0;0;0;0;3;0;3;0;0;0;0;6
2940;0;0;0;3;0;1;2;0;2;0;0;0;8
2941;0;0;0;0;0;0;0;0;0;0;0;0;0
2942;2;0;0;2;0;2;0;0;2;0;0;0;8
2943;1;0;0;3;0;4;0;3;0;0;0;0;11
2944;0;0;0;5;0;2;2;0;1;0;0;0;10
2945;0;0;0;0;0;0;0;0;0;0;0;0;0
2946;0;0;0;1;0;0;0;0;1;0;0;0;2
2947;0;0;0;0;0;0;0;0;0;0;0;0;0
2948;0;0;0;1;0;0;0;0;1;0;0;0;2
2949;0;0;0;0;0;0;0;0;0;0;0;0;0
2950;0;0;0;3;0;1;1;0;1;0;0;0;6
2951;0;0;0;0;0;0;0;0;0;0;0;0;0
2952;0;0;0;1;0;0;0;0;1;0;0;0;2
2953;0;0;0;0;0;0;0;0;0;0;0;0;0
2954;0;0;0;1;0;1;0;1;1;0;0;0;4
2955;0;0;0;0;0;0;0;0;0;0;0;0;0
2956;0;0;0;0;0;0;0;0;0;0;0;0;0
2957;0;0;0;1;0;2;0;1;0;0;0;0;4
2958;0;0;0;2;0;1;0;0;1;0;0;0;4
2959;0;0;0;2;0;0;1;0;1;0;0;0;4
2960;0;0;0;0;0;0;0;0;0;0;0;0;0
2961;0;0;0;0;0;0;0;0;0;0;0;0;0
2962;0;0;0;0;0;0;0;0;0;0;0;0;0
2963;0;0;0;0;0;0;0;0;0;0;0;0;0
2964;0;0;0;2;0;1;1;0;0;0;0;0;4
2965;0;0;0;0;0;0;0;0;0;0;0;0;0
2966;0;0;0;0;0;1;1;0;0;0;0;0;2
2967;0;0;0;0;0;0;0;0;0;0;0;0;0
2968;0;0;0;0;0;0;0;0;0;0;0;0;0
2969;0;0;0;3;0;0;2;0;1;0;0;0;6
2970;0;0;0;0;0;0;0;0;0;0;0;0;0
2971;0;0;0;1;0;0;0;0;1;0;0;0;2
2972;0;0;0;0;0;0;0;0;0;0;0;0;0
2973;0;0;0;0;0;0;0;0;0;0;0;0;0
2974;0;0;0;1;0;0;0;0;1;0;0;0;2
2975;0;0;0;0;0;0;0;0;0;0;0;0;0
2976;0;0;0;1;0;2;0;1;0;0;0;0;4
2977;0;0;0;0;0;1;0;1;0;0;0;0;2
2978;0;0;0;0;0;0;0;0;0;0;0;0;0
2979;0;0;0;6;0;0;3;0;3;0;0;0;12
2980;0;0;0;0;0;0;0;0;0;0;0;0;0
2981;0;0;0;0;0;0;0;0;0;0;0;0;0
2982;0;0;0;2;0;1;0;1;1;0;0;0;5
2983;0;0;0;1;0;0;0;0;1;0;0;0;2
2984;0;0;0;0;0;0;0;0;0;0;0;0;0
2985;0;0;0;1;0;0;0;0;1;0;0;0;2
2986;0;0;0;0;0;0;0;0;0;0;0;0;0
2987;0;0;0;2;0;1;1;0;0;0;0;0;4
2988;0;0;0;0;0;0;0;0;0;0;0;0;0
2989;0;0;0;1;0;1;0;2;0;0;0;0;4
2990;0;0;0;0;0;0;0;0;0;0;0;0;0
2991;0;0;0;0;0;0;0;0;0;0;0;0;0
2992;0;0;0;0;0;0;0;0;0;0;0;0;0
2993;0;0;0;0;0;0;0;0;0;0;0;0;0
2994;0;0;0;0;0;0;0;0;0;0;0;0;0
2995;0;0;0;5;0;2;2;0;1;0;0;0;10
2996;0;0;0;0;0;0;0;0;0;0;0;0;0
2997;2;0;0;6;0;2;0;0;6;0;3;0;19
2998;0;0;0;2;0;1;0;0;1;0;0;0;4
2999;0;0;0;0;0;1;1;0;0;0;0;0;2
3000;0;0;0;0;0;0;0;0;0;0;0;0;0
3001;0;0;0;0;0;1;1;0;0;0;0;0;2
3002;0;0;0;0;0;0;0;0;0;0;0;0;0
3003;0;0;0;2;0;0;1;0;1;0;0;0;4
3004;0;0;0;2;1;0;0;0;2;0;0;0;5
3005;0;0;0;0;0;0;0;0;0;0;0;0;0
3006;0;0;0;0;0;0;0;0;0;0;0;0;0
3007;0;0;0;1;0;1;0;0;0;0;0;0;2
3008;0;0;0;0;0;0;0;0;0;0;0;0;0
3009;1;0;0;0;0;3;0;2;0;0;0;0;6
3010;0;0;0;0;0;0;0;0;0;0;0;0;0
3011;0;1;3;4;0;9;0;1;4;0;0;0;22
3012;0;1;0;0;0;0;1;0;0;0;0;0;2
3013;0;0;0;2;0;1;0;0;1;0;0;0;4
3014;0;0;0;1;0;2;0;1;1;0;0;0;5
3015;0;0;0;20;0;15;0;1;11;0;0;0;47
3016;1;1;0;1;0;1;0;0;0;0;0;0;4
3017;0;0;0;2;0;1;0;0;1;0;0;0;4
3018;1;0;1;1;0;0;1;0;0;0;0;0;4
3019;0;0;0;3;0;3;0;1;0;0;0;0;7
3020;0;0;0;1;0;2;0;2;0;0;0;0;5
3021;0;0;0;1;0;1;0;0;0;0;0;0;2
3022;0;0;0;0;0;0;0;0;0;0;0;0;0
3023;0;0;0;0;0;0;0;0;0;0;0;0;0
3024;0;0;0;0;0;0;0;0;0;0;0;0;0
3025;0;0;0;2;0;1;0;0;1;0;0;0;4
3026;0;1;0;2;0;0;0;0;1;0;0;0;4
3027;0;0;0;2;0;2;0;1;0;0;0;0;5
